datetime,datetimeEpoch,temp,feelslike,humidity,dew,precip,precipprob,snow,snowdepth,preciptype,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations,source,date,datetime_full
05:00:00,1755399600,13.7,13.7,82.53,10.8,0.0,0.0,0.0,0.0,,18.4,7.0,333.0,1023.9,10.0,88.0,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,"['D3248', 'EHRD', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 05:00:00
06:00:00,1755403200,13.7,13.7,83.21,10.9,0.0,0.0,0.0,0.0,,18.4,5.4,330.0,1023.9,10.0,49.1,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,"['D3248', 'EHRD', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 06:00:00
07:00:00,1755406800,12.9,12.9,87.72,10.9,0.0,0.0,0.0,0.0,,18.7,5.5,326.0,1023.0,10.0,33.7,23.0,0.1,0.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 07:00:00
08:00:00,1755410400,15.7,15.7,78.51,12.0,0.0,0.0,0.0,0.0,,14.0,8.5,346.0,1023.9,10.0,36.1,37.0,0.1,0.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 08:00:00
09:00:00,1755414000,16.8,16.8,74.35,12.2,0.0,0.0,0.0,0.0,,16.9,8.7,12.0,1023.9,10.0,89.9,74.0,0.3,1.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 09:00:00
10:00:00,1755417600,17.0,17.0,77.61,13.0,0.0,0.0,0.0,0.0,,20.9,10.7,341.0,1023.9,9.4,88.9,229.0,0.8,2.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 10:00:00
11:00:00,1755421200,17.8,17.8,78.5,14.0,0.0,0.0,0.0,0.0,,24.1,10.9,336.0,1023.9,9.7,88.9,258.0,0.9,3.0,10.0,Partially cloudy,partly-cloudy-day,"['D3248', 'EHRD', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 11:00:00
12:00:00,1755424800,18.9,18.9,73.8,14.1,0.0,0.0,0.0,0.0,,24.1,14.4,324.0,1023.0,10.0,89.9,179.0,0.6,2.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 12:00:00
13:00:00,1755428400,18.9,18.9,73.47,14.0,0.0,0.0,0.0,0.0,,24.5,16.2,342.0,1023.0,10.0,88.9,248.0,0.9,2.0,10.0,Partially cloudy,partly-cloudy-day,"['D3248', 'EHRD', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 13:00:00
14:00:00,1755432000,18.8,18.8,78.56,15.0,0.0,0.0,0.0,0.0,,25.6,13.2,330.0,1023.0,9.8,89.9,148.0,0.5,1.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 14:00:00
15:00:00,1755435600,19.7,19.7,74.2,15.0,0.0,0.0,0.0,0.0,,22.7,11.3,14.0,1022.9,10.0,89.9,207.0,0.7,2.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 15:00:00
16:00:00,1755439200,19.8,19.8,70.0,14.1,0.0,0.0,0.0,0.0,,25.2,16.3,340.0,1022.9,10.0,88.5,167.0,0.6,2.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 16:00:00
17:00:00,1755442800,19.0,19.0,73.62,14.1,0.0,0.0,0.0,0.0,,22.7,13.1,359.0,1022.0,10.0,89.4,121.0,0.4,1.0,10.0,Partially cloudy,partly-cloudy-day,"['EHRD', 'C0449', 'EHLE', 'EHKD', 'EHAM']",obs,2025-08-17,2025-08-17 17:00:00
18:00:00,1755446400,19.3,19.3,74.23,14.6,0.0,0.0,0.0,0.0,,24.1,9.4,358.9,1022.0,24.1,95.6,132.0,0.5,1.0,10.0,Overcast,cloudy,,fcst,2025-08-17,2025-08-17 18:00:00
19:00:00,1755450000,18.9,18.9,75.13,14.4,0.0,0.0,0.0,0.0,,23.8,9.7,358.5,1022.0,24.1,96.7,96.0,0.3,1.0,10.0,Overcast,cloudy,,fcst,2025-08-17,2025-08-17 19:00:00
20:00:00,1755453600,18.7,18.7,75.1,14.2,0.0,0.0,0.0,0.0,['rain'],22.7,9.7,358.8,1022.0,24.1,95.8,45.0,0.2,0.0,10.0,Overcast,cloudy,,fcst,2025-08-17,2025-08-17 20:00:00
21:00:00,1755457200,18.2,18.2,78.5,14.4,0.0,0.0,0.0,0.0,,22.7,7.9,359.0,1022.0,24.1,96.8,11.0,0.0,0.0,10.0,Overcast,cloudy,,fcst,2025-08-17,2025-08-17 21:00:00
22:00:00,1755460800,17.8,17.8,79.46,14.2,0.0,0.0,0.0,0.0,,19.8,7.9,2.9,1022.0,24.1,64.0,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst,2025-08-17,2025-08-17 22:00:00
23:00:00,1755464400,17.0,17.0,85.22,14.5,0.0,0.0,0.0,0.0,,17.6,5.8,347.5,1022.0,24.1,78.1,0.0,0.0,0.0,10.0,Partially cloudy,partly-cloudy-night,,fcst,2025-08-17,2025-08-17 23:00:00
